,Unnamed: 0,Unnamed: 0.1,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,rock,rap,eletronica,funk,sertanejo,metal,vaporwave,samba,classica,pop,mpb,punk,reggae,jazz,blues
49,49,49,1.6100000000000002e-05,https://api.spotify.com/v1/audio-analysis/5vVOSgxbNF7FFcLn8wDMo1,0.404,141921,0.741,5vVOSgxbNF7FFcLn8wDMo1,0.936,5,0.682,-10.248,0,0.0267,164.747,4,https://api.spotify.com/v1/tracks/5vVOSgxbNF7FFcLn8wDMo1,audio_features,spotify:track:5vVOSgxbNF7FFcLn8wDMo1,0.732,Self-Discovery,luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,50,50,0.0517,https://api.spotify.com/v1/audio-analysis/2bMxRECKQGtweVQDtDUSWY,0.79,115267,0.7559999999999999,2bMxRECKQGtweVQDtDUSWY,0.8190000000000001,10,0.0951,-9.949,0,0.102,82.818,4,https://api.spotify.com/v1/tracks/2bMxRECKQGtweVQDtDUSWY,audio_features,spotify:track:2bMxRECKQGtweVQDtDUSWY,0.94,Vanity,luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,51,51,0.048,https://api.spotify.com/v1/audio-analysis/5k6eVe10TeXP3yURiFkN8G,0.6990000000000001,139991,0.455,5k6eVe10TeXP3yURiFkN8G,0.904,7,0.123,-10.182,0,0.0484,164.739,4,https://api.spotify.com/v1/tracks/5k6eVe10TeXP3yURiFkN8G,audio_features,spotify:track:5k6eVe10TeXP3yURiFkN8G,0.5720000000000001,Limousine,luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,52,52,0.0195,https://api.spotify.com/v1/audio-analysis/0pTJDdvw1NsPGy44uRxMCr,0.911,119128,0.545,0pTJDdvw1NsPGy44uRxMCr,0.8109999999999999,1,0.124,-10.108,1,0.0775,136.907,1,https://api.spotify.com/v1/tracks/0pTJDdvw1NsPGy44uRxMCr,audio_features,spotify:track:0pTJDdvw1NsPGy44uRxMCr,0.871,Classy,luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,53,53,0.149,https://api.spotify.com/v1/audio-analysis/0CMajrnQq6lvUszgj0lIbl,0.662,88520,0.541,0CMajrnQq6lvUszgj0lIbl,0.312,4,0.259,-9.668,0,0.0294,130.847,4,https://api.spotify.com/v1/tracks/0CMajrnQq6lvUszgj0lIbl,audio_features,spotify:track:0CMajrnQq6lvUszgj0lIbl,0.8809999999999999,Liquid,luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,54,54,1.04e-05,https://api.spotify.com/v1/audio-analysis/5DoGmC66uLfeVj04bL6x7n,0.453,127746,0.696,5DoGmC66uLfeVj04bL6x7n,0.972,2,0.409,-13.314,1,0.0349,180.253,4,https://api.spotify.com/v1/tracks/5DoGmC66uLfeVj04bL6x7n,audio_features,spotify:track:5DoGmC66uLfeVj04bL6x7n,0.194,Speedboat,luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,55,55,0.527,https://api.spotify.com/v1/audio-analysis/1bv6Zzr5RrMC3E7TdmCNd2,0.698,170621,0.403,1bv6Zzr5RrMC3E7TdmCNd2,0.81,4,0.114,-16.314,1,0.0424,129.19,4,https://api.spotify.com/v1/tracks/1bv6Zzr5RrMC3E7TdmCNd2,audio_features,spotify:track:1bv6Zzr5RrMC3E7TdmCNd2,0.514,Up Next,luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,56,56,0.00519,https://api.spotify.com/v1/audio-analysis/2DtCKmcDt1YAmsxhQAIT9X,0.733,170328,0.685,2DtCKmcDt1YAmsxhQAIT9X,0.0256,11,0.184,-8.906,0,0.0649,135.24,4,https://api.spotify.com/v1/tracks/2DtCKmcDt1YAmsxhQAIT9X,audio_features,spotify:track:2DtCKmcDt1YAmsxhQAIT9X,0.6,Bubblegum (Bonus Track),luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,57,57,0.17600000000000002,https://api.spotify.com/v1/audio-analysis/5fsxinBwOSpAgoJPE77JO4,0.722,123900,0.852,5fsxinBwOSpAgoJPE77JO4,0.879,1,0.104,-9.606,1,0.0508,156.273,4,https://api.spotify.com/v1/tracks/5fsxinBwOSpAgoJPE77JO4,audio_features,spotify:track:5fsxinBwOSpAgoJPE77JO4,0.684,Jam City USA (Bonus Track),luxury elite,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,58,58,0.253,https://api.spotify.com/v1/audio-analysis/2U4EA6sDYVC7a9XDM3Al4W,0.768,179779,0.494,2U4EA6sDYVC7a9XDM3Al4W,0.804,10,0.0946,-11.407,0,0.0859,95.974,4,https://api.spotify.com/v1/tracks/2U4EA6sDYVC7a9XDM3Al4W,audio_features,spotify:track:2U4EA6sDYVC7a9XDM3Al4W,0.495,Bring Me There,Phil Gerus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,59,59,0.00159,https://api.spotify.com/v1/audio-analysis/2uOXzjxGcFf5Co07yoFrNd,0.655,141317,0.514,2uOXzjxGcFf5Co07yoFrNd,0.3720000000000001,10,0.0667,-5.864,1,0.0469,95.591,4,https://api.spotify.com/v1/tracks/2uOXzjxGcFf5Co07yoFrNd,audio_features,spotify:track:2uOXzjxGcFf5Co07yoFrNd,0.757,Milk & Honey,Phil Gerus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,60,60,0.0695,https://api.spotify.com/v1/audio-analysis/2YUImATG0nQnqtjxlpUi48,0.546,96719,0.755,2YUImATG0nQnqtjxlpUi48,0.000237,3,0.239,-3.423,0,0.0261,99.29,4,https://api.spotify.com/v1/tracks/2YUImATG0nQnqtjxlpUi48,audio_features,spotify:track:2YUImATG0nQnqtjxlpUi48,0.815,Showme,ESPRIT 空想,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,61,61,0.00156,https://api.spotify.com/v1/audio-analysis/7q8oBHmLkKATmP9Raey0nE,0.414,215529,0.867,7q8oBHmLkKATmP9Raey0nE,0.00271,1,0.417,-5.705,0,0.162,86.929,4,https://api.spotify.com/v1/tracks/7q8oBHmLkKATmP9Raey0nE,audio_features,spotify:track:7q8oBHmLkKATmP9Raey0nE,0.542,Cruiser,ESPRIT 空想,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,62,62,0.448,https://api.spotify.com/v1/audio-analysis/26oioM9tSTyicgx8Ex1tv0,0.248,48980,0.89,26oioM9tSTyicgx8Ex1tv0,0.0,9,0.585,-6.609,1,0.0922,85.999,1,https://api.spotify.com/v1/tracks/26oioM9tSTyicgx8Ex1tv0,audio_features,spotify:track:26oioM9tSTyicgx8Ex1tv0,0.284,Untitled2,ESPRIT 空想,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,63,63,7.759999999999999e-05,https://api.spotify.com/v1/audio-analysis/1byK0DvYNWeFQ3jddNTea1,0.345,51000,0.8270000000000001,1byK0DvYNWeFQ3jddNTea1,0.101,2,0.885,-8.096,1,0.738,174.71200000000005,4,https://api.spotify.com/v1/tracks/1byK0DvYNWeFQ3jddNTea1,audio_features,spotify:track:1byK0DvYNWeFQ3jddNTea1,0.22,Untitled1,ESPRIT 空想,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,64,64,0.00107,https://api.spotify.com/v1/audio-analysis/6KWnMKreJxtJPpAXZcJSwj,0.726,158400,0.777,6KWnMKreJxtJPpAXZcJSwj,0.0191,1,0.108,-11.738,1,0.0828,100.055,4,https://api.spotify.com/v1/tracks/6KWnMKreJxtJPpAXZcJSwj,audio_features,spotify:track:6KWnMKreJxtJPpAXZcJSwj,0.364,Bright Lights,Navigateur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,65,65,0.0508,https://api.spotify.com/v1/audio-analysis/7m2qCiHiEr0dUpUEJdwAAs,0.639,166935,0.73,7m2qCiHiEr0dUpUEJdwAAs,0.34,1,0.13699999999999998,-5.7429999999999986,1,0.0415,94.971,4,https://api.spotify.com/v1/tracks/7m2qCiHiEr0dUpUEJdwAAs,audio_features,spotify:track:7m2qCiHiEr0dUpUEJdwAAs,0.258,Milo De Venus,Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,66,66,0.281,https://api.spotify.com/v1/audio-analysis/58CVgf2ADri6tEOWdkuflL,0.454,150811,0.516,58CVgf2ADri6tEOWdkuflL,0.0162,9,0.118,-10.09,1,0.0557,68.65100000000001,4,https://api.spotify.com/v1/tracks/58CVgf2ADri6tEOWdkuflL,audio_features,spotify:track:58CVgf2ADri6tEOWdkuflL,0.491,Baby Duckbill,Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,67,67,0.0139,https://api.spotify.com/v1/audio-analysis/2SHbjKbLXWgk9NtCp6pLRq,0.608,242996,0.904,2SHbjKbLXWgk9NtCp6pLRq,0.00449,10,0.354,-6.021,1,0.112,86.04700000000003,4,https://api.spotify.com/v1/tracks/2SHbjKbLXWgk9NtCp6pLRq,audio_features,spotify:track:2SHbjKbLXWgk9NtCp6pLRq,0.5770000000000001,"Red Heather, Yellow Heather",Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,68,68,0.000332,https://api.spotify.com/v1/audio-analysis/6yfwS4K7Bt0Ch81n4PQlsb,0.59,105481,0.917,6yfwS4K7Bt0Ch81n4PQlsb,0.332,1,0.904,-6.1560000000000015,0,0.0387,87.99600000000002,4,https://api.spotify.com/v1/tracks/6yfwS4K7Bt0Ch81n4PQlsb,audio_features,spotify:track:6yfwS4K7Bt0Ch81n4PQlsb,0.5429999999999999,Lower 3rds,Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,69,69,0.000423,https://api.spotify.com/v1/audio-analysis/1hgPWVafqSUllo9Q2bwVoY,0.54,66200,0.931,1hgPWVafqSUllo9Q2bwVoY,0.539,11,0.208,-7.443,0,0.0828,90.796,4,https://api.spotify.com/v1/tracks/1hgPWVafqSUllo9Q2bwVoY,audio_features,spotify:track:1hgPWVafqSUllo9Q2bwVoY,0.22,2LTL,Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,70,70,0.00624,https://api.spotify.com/v1/audio-analysis/2UxljVQL7OUnjGlRVTnrLK,0.515,216608,0.858,2UxljVQL7OUnjGlRVTnrLK,0.232,4,0.17600000000000002,-8.216000000000001,0,0.0796,180.002,4,https://api.spotify.com/v1/tracks/2UxljVQL7OUnjGlRVTnrLK,audio_features,spotify:track:2UxljVQL7OUnjGlRVTnrLK,0.147,Herbivore,Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,71,71,0.0192,https://api.spotify.com/v1/audio-analysis/5vR6kQ0ujdTSTHcBGvXkiS,0.389,201890,0.7909999999999999,5vR6kQ0ujdTSTHcBGvXkiS,0.816,1,0.0355,-8.997,1,0.0623,128.588,4,https://api.spotify.com/v1/tracks/5vR6kQ0ujdTSTHcBGvXkiS,audio_features,spotify:track:5vR6kQ0ujdTSTHcBGvXkiS,0.8959999999999999,Platforms,Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,72,72,6.22e-05,https://api.spotify.com/v1/audio-analysis/61LwWzt9v5iQMK5EqdVHRw,0.428,188024,0.8490000000000001,61LwWzt9v5iQMK5EqdVHRw,0.234,4,0.0735,-7.4460000000000015,1,0.0876,78.994,4,https://api.spotify.com/v1/tracks/61LwWzt9v5iQMK5EqdVHRw,audio_features,spotify:track:61LwWzt9v5iQMK5EqdVHRw,0.275,The Dinosaurs of Cabazon,Jacob 2-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,73,73,0.325,https://api.spotify.com/v1/audio-analysis/1zoKphRNu1WmPcPHLz4lZ7,0.642,224681,0.976,1zoKphRNu1WmPcPHLz4lZ7,0.936,0,0.0525,-2.12,1,0.0693,93.981,4,https://api.spotify.com/v1/tracks/1zoKphRNu1WmPcPHLz4lZ7,audio_features,spotify:track:1zoKphRNu1WmPcPHLz4lZ7,0.268,MVP,Teams,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,74,74,0.0472,https://api.spotify.com/v1/audio-analysis/7LxN58MaRAj6WoLDey0jPo,0.579,272940,0.906,7LxN58MaRAj6WoLDey0jPo,0.126,1,0.58,-10.086,1,0.0329,99.995,4,https://api.spotify.com/v1/tracks/7LxN58MaRAj6WoLDey0jPo,audio_features,spotify:track:7LxN58MaRAj6WoLDey0jPo,0.453,Belinda,Teamm Jordann,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,75,75,0.00191,https://api.spotify.com/v1/audio-analysis/2itCAItVHCYzVcAhSMuDKM,0.557,392484,0.8490000000000001,2itCAItVHCYzVcAhSMuDKM,0.878,7,0.0948,-7.827000000000001,1,0.0361,100.002,4,https://api.spotify.com/v1/tracks/2itCAItVHCYzVcAhSMuDKM,audio_features,spotify:track:2itCAItVHCYzVcAhSMuDKM,0.0389,:(,Teamm Jordann,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,76,76,0.000534,https://api.spotify.com/v1/audio-analysis/2cPezVcgIV5dNY9j2VrNq0,0.422,127250,0.53,2cPezVcgIV5dNY9j2VrNq0,0.916,6,0.117,-7.462999999999999,1,0.0393,126.247,3,https://api.spotify.com/v1/tracks/2cPezVcgIV5dNY9j2VrNq0,audio_features,spotify:track:2cPezVcgIV5dNY9j2VrNq0,0.175,Waterfall Voyeur,Laserdisc Visions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,77,77,0.928,https://api.spotify.com/v1/audio-analysis/5WxS6Oo4EbBDz8kO2SfhCv,0.499,215348,0.585,5WxS6Oo4EbBDz8kO2SfhCv,0.174,5,0.423,-10.026,0,0.0651,173.646,4,https://api.spotify.com/v1/tracks/5WxS6Oo4EbBDz8kO2SfhCv,audio_features,spotify:track:5WxS6Oo4EbBDz8kO2SfhCv,0.947,Mass Production,Infinity Frequencies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,78,78,0.245,https://api.spotify.com/v1/audio-analysis/6DjD0YrerB11AMEkLm8jAl,0.624,163907,0.563,6DjD0YrerB11AMEkLm8jAl,0.7829999999999999,10,0.155,-9.099,0,0.0373,165.29,4,https://api.spotify.com/v1/tracks/6DjD0YrerB11AMEkLm8jAl,audio_features,spotify:track:6DjD0YrerB11AMEkLm8jAl,0.68,Blue Dream,Hype Williams,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,79,79,0.0036,https://api.spotify.com/v1/audio-analysis/1gL6vASU58jj8CzGluleyV,0.617,245453,0.958,1gL6vASU58jj8CzGluleyV,0.885,0,0.409,-5.154,1,0.293,177.418,4,https://api.spotify.com/v1/tracks/1gL6vASU58jj8CzGluleyV,audio_features,spotify:track:1gL6vASU58jj8CzGluleyV,0.608,The Throning,Hype Williams,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,80,80,0.7120000000000001,https://api.spotify.com/v1/audio-analysis/6E22vNILFFn7feilca7nEr,0.836,183954,0.7190000000000001,6E22vNILFFn7feilca7nEr,0.8170000000000001,2,0.135,-12.081,0,0.0554,153.929,4,https://api.spotify.com/v1/tracks/6E22vNILFFn7feilca7nEr,audio_features,spotify:track:6E22vNILFFn7feilca7nEr,0.856,Serious,Skylar Spence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,81,81,0.255,https://api.spotify.com/v1/audio-analysis/3BHWoBv0MCD7WwcupPC24o,0.59,147017,0.795,3BHWoBv0MCD7WwcupPC24o,0.8420000000000001,6,0.116,-8.786,0,0.111,76.431,4,https://api.spotify.com/v1/tracks/3BHWoBv0MCD7WwcupPC24o,audio_features,spotify:track:3BHWoBv0MCD7WwcupPC24o,0.7,Views,Wasted Nights,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,82,82,0.758,https://api.spotify.com/v1/audio-analysis/3Du4u8E3S4dUJhDMPAgjz8,0.279,169749,0.848,3Du4u8E3S4dUJhDMPAgjz8,0.789,5,0.12,-6.885,0,0.0403,101.343,3,https://api.spotify.com/v1/tracks/3Du4u8E3S4dUJhDMPAgjz8,audio_features,spotify:track:3Du4u8E3S4dUJhDMPAgjz8,0.315,Thought Has Wings,Ssaliva,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,83,83,0.0007559999999999999,https://api.spotify.com/v1/audio-analysis/30J2X3SckkYjWV2CtxesrY,0.561,150088,0.6890000000000001,30J2X3SckkYjWV2CtxesrY,0.8240000000000001,7,0.255,-9.78,0,0.0433,151.186,4,https://api.spotify.com/v1/tracks/30J2X3SckkYjWV2CtxesrY,audio_features,spotify:track:30J2X3SckkYjWV2CtxesrY,0.127,A*I,Ssaliva,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,84,84,0.314,https://api.spotify.com/v1/audio-analysis/7xONSxE9ADDsKuZGNVYmsI,0.37,641064,0.526,7xONSxE9ADDsKuZGNVYmsI,0.88,0,0.233,-10.214,0,0.0457,111.785,4,https://api.spotify.com/v1/tracks/7xONSxE9ADDsKuZGNVYmsI,audio_features,spotify:track:7xONSxE9ADDsKuZGNVYmsI,0.26,We're In Heaven (Dream Mix),Cruise Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,85,85,0.059,https://api.spotify.com/v1/audio-analysis/2dmX0iGV7mN1HEB0CXcsc0,0.593,282574,0.599,2dmX0iGV7mN1HEB0CXcsc0,0.693,10,0.531,-10.922,1,0.0443,112.016,4,https://api.spotify.com/v1/tracks/2dmX0iGV7mN1HEB0CXcsc0,audio_features,spotify:track:2dmX0iGV7mN1HEB0CXcsc0,0.77,Gone By Dawn (Original Mix),Cruise Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,86,86,0.6779999999999999,https://api.spotify.com/v1/audio-analysis/7lo09Zg1uYake9YLLiOXJU,0.659,208000,0.878,7lo09Zg1uYake9YLLiOXJU,0.188,1,0.181,-1.501,1,0.0281,126.934,4,https://api.spotify.com/v1/tracks/7lo09Zg1uYake9YLLiOXJU,audio_features,spotify:track:7lo09Zg1uYake9YLLiOXJU,0.966,Adventures In Green Foot Printing,James Ferraro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,87,87,0.233,https://api.spotify.com/v1/audio-analysis/3KJANTdyHNGuHbCIy9kP4u,0.479,85000,0.892,3KJANTdyHNGuHbCIy9kP4u,0.843,5,0.59,-10.691,0,0.0636,177.864,3,https://api.spotify.com/v1/tracks/3KJANTdyHNGuHbCIy9kP4u,audio_features,spotify:track:3KJANTdyHNGuHbCIy9kP4u,0.306,Computer Dreams,Mensa Group International,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,88,88,0.131,https://api.spotify.com/v1/audio-analysis/6YD3Yn0N2dNCTSgcxvmC3j,0.625,162981,0.212,6YD3Yn0N2dNCTSgcxvmC3j,0.87,1,0.121,-11.175,1,0.0516,112.23,4,https://api.spotify.com/v1/tracks/6YD3Yn0N2dNCTSgcxvmC3j,audio_features,spotify:track:6YD3Yn0N2dNCTSgcxvmC3j,0.677,Ryan Gosling,Mensa Group International,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,89,89,0.7959999999999999,https://api.spotify.com/v1/audio-analysis/6IbTdgjB0D2TZrHhLm9nZT,0.433,62143,0.636,6IbTdgjB0D2TZrHhLm9nZT,0.8320000000000001,1,0.132,-16.644000000000002,1,0.0331,95.731,4,https://api.spotify.com/v1/tracks/6IbTdgjB0D2TZrHhLm9nZT,audio_features,spotify:track:6IbTdgjB0D2TZrHhLm9nZT,0.125,The End Is the End Is the End,Mensa Group International,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,90,90,0.247,https://api.spotify.com/v1/audio-analysis/6h9Lr8VS8Or3DaSSNxdjE8,0.507,42781,0.222,6h9Lr8VS8Or3DaSSNxdjE8,0.921,11,0.121,-12.421,1,0.0374,69.045,4,https://api.spotify.com/v1/tracks/6h9Lr8VS8Or3DaSSNxdjE8,audio_features,spotify:track:6h9Lr8VS8Or3DaSSNxdjE8,0.968,Tokyo Jungle,Mensa Group International,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,91,91,0.008790000000000001,https://api.spotify.com/v1/audio-analysis/2YINauTPM3vhAbEldipcfR,0.6,99492,0.489,2YINauTPM3vhAbEldipcfR,0.725,7,0.1,-11.639,1,0.0273,111.458,4,https://api.spotify.com/v1/tracks/2YINauTPM3vhAbEldipcfR,audio_features,spotify:track:2YINauTPM3vhAbEldipcfR,0.294,Pink Room,Mensa Group International,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,92,92,0.275,https://api.spotify.com/v1/audio-analysis/75nLz2Evt3upuKwltnJNES,0.86,64347,0.48,75nLz2Evt3upuKwltnJNES,0.921,3,0.118,-9.705,0,0.0575,115.537,4,https://api.spotify.com/v1/tracks/75nLz2Evt3upuKwltnJNES,audio_features,spotify:track:75nLz2Evt3upuKwltnJNES,0.447,Detroit & Techno,Mensa Group International,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,93,93,0.00593,https://api.spotify.com/v1/audio-analysis/7nRor0w8KLB3dybVgFpQGg,0.512,25160,0.452,7nRor0w8KLB3dybVgFpQGg,0.907,8,0.384,-12.276,0,0.0446,79.075,4,https://api.spotify.com/v1/tracks/7nRor0w8KLB3dybVgFpQGg,audio_features,spotify:track:7nRor0w8KLB3dybVgFpQGg,0.8270000000000001,Dubai-ville,Mensa Group International,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,94,94,0.0147,https://api.spotify.com/v1/audio-analysis/5jPzY8s2mhRVODcru6DWwS,0.5670000000000001,131750,0.51,5jPzY8s2mhRVODcru6DWwS,0.684,10,0.112,-9.361,1,0.204,80.361,4,https://api.spotify.com/v1/tracks/5jPzY8s2mhRVODcru6DWwS,audio_features,spotify:track:5jPzY8s2mhRVODcru6DWwS,0.28600000000000003,Make It or Break It,Phil Gerus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,95,95,0.0384,https://api.spotify.com/v1/audio-analysis/5K3jPfx8QK6kpLUY48jsj3,0.5579999999999999,124369,0.772,5K3jPfx8QK6kpLUY48jsj3,0.203,6,0.104,-6.13,1,0.0535,81.096,4,https://api.spotify.com/v1/tracks/5K3jPfx8QK6kpLUY48jsj3,audio_features,spotify:track:5K3jPfx8QK6kpLUY48jsj3,0.5760000000000001,sweetwine,ESPRIT 空想,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,96,96,0.7979999999999999,https://api.spotify.com/v1/audio-analysis/1onoMBYJH8QCMhXZgpirKI,0.593,215522,0.561,1onoMBYJH8QCMhXZgpirKI,0.823,0,0.324,-11.675,1,0.0437,145.64,4,https://api.spotify.com/v1/tracks/1onoMBYJH8QCMhXZgpirKI,audio_features,spotify:track:1onoMBYJH8QCMhXZgpirKI,0.746,businessline,Hype Williams,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,97,97,0.902,https://api.spotify.com/v1/audio-analysis/3BnK6RTjyoFpqAvbXSXCpp,0.456,135580,0.8740000000000001,3BnK6RTjyoFpqAvbXSXCpp,0.875,7,0.156,-8.934,1,0.118,100.33,3,https://api.spotify.com/v1/tracks/3BnK6RTjyoFpqAvbXSXCpp,audio_features,spotify:track:3BnK6RTjyoFpqAvbXSXCpp,0.653,Virtual Lust,Infinity Frequencies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,98,98,0.122,https://api.spotify.com/v1/audio-analysis/212guZJYmzASElwy8HmVKx,0.565,251779,0.91,212guZJYmzASElwy8HmVKx,0.866,1,0.0913,-4.91,0,0.0415,98.495,4,https://api.spotify.com/v1/tracks/212guZJYmzASElwy8HmVKx,audio_features,spotify:track:212guZJYmzASElwy8HmVKx,0.69,Hibiscus Pacific,Greeen Linez,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,99,99,0.000523,https://api.spotify.com/v1/audio-analysis/5A8utbwM82bHKYsVpzD1Ty,0.5760000000000001,266601,0.762,5A8utbwM82bHKYsVpzD1Ty,0.226,5,0.214,-7.812,0,0.0525,160.071,4,https://api.spotify.com/v1/tracks/5A8utbwM82bHKYsVpzD1Ty,audio_features,spotify:track:5A8utbwM82bHKYsVpzD1Ty,0.7709999999999999,March 12th Street,Greeen Linez,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
